Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Payment,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,4157592300,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"375 LAGUNA HONDA BLVD
SAN FRANCISCO, CA 94116
(37.747610173000055, -122.45876376199999)"
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,9166882000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"6600 BRUCEVILLE ROAD
SACRAMENTO, CA 95823
(38.47142457500007, -121.42425612799997)"
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"5601 DE SOTO
WOODLAND HILLS, CA 91367
(34.17225104700003, -118.58815250799995)"
050678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,66,$20706.00,18192,23451,,07/01/2010,06/30/2013,"9920 TALBERT AVENUE
FOUNTAIN VALLEY, CA 92708
(33.70166035600005, -117.95655206999999)"
050684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,78,$23558.00,20873,26680,,07/01/2010,06/30/2013,"28400 MCCALL B0ULEVARD
SUN CITY, CA 92585
(33.71782630000007, -117.16778918299997)"
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"10800 MAGNOLIA AVENUE
RIVERSIDE, CA 92505
(33.906411809000076, -117.47082044899997)"
050688,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,37,$20852.00,18044,24021,,07/01/2010,06/30/2013,"9400 NO NAME UNO
GILROY, CA 95020
(37.03641289900003, -121.57368753599997)"
050689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,60,$22314.00,19615,25371,,07/01/2010,06/30/2013,"6001 NORRIS CANYON ROAD
SAN RAMON, CA 94583
(37.77573933300005, -121.95902390199996)"
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,7075714000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"401 BICENTENNIAL WAY
SANTA ROSA, CA 95403
(38.470370573000025, -122.72301697599994)"
050696,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,LOS ANGELES,3234428656,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1500 SAN PABLO ST
LOS ANGELES, CA 90033
(34.06202031200007, -118.20320856899997)"
050697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,5302258700,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"2900 EUREKA WAY
REDDING, CA 96001
(40.58549787900006, -122.41668143199996)"
050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,140,$24495.00,21944,27177,,07/01/2010,06/30/2013,"25500 MEDICAL CENTER DRIVE
MURRIETA, CA 92562
(33.55784746900002, -117.18445777999995)"
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,37,$22849.00,19677,26579,,07/01/2010,06/30/2013,"14850 ROSCOE BLVD
PANORAMA CITY, CA 91402
(34.22145348000004, -118.45651928999996)"
050708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"6125 NORTH FRESNO ST
FRESNO, CA 93710
(36.82501119600005, -119.78144403199997)"
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,67,$19558.00,17217,22095,,07/01/2010,06/30/2013,"16850 BEAR VALLEY RD
VICTORVILLE, CA 92395
(34.47092825500005, -117.29778008799997)"
050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,5594484500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"7300 NORTH FRESNO ST
FRESNO, CA 93720
(36.84322877100004, -119.78351698699998)"
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,8314772200,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"2900 CHANTICLEER AVENUE
SANTA CRUZ, CA 95065
(36.98767075400008, -121.97817712999995)"
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,ORANGE,5624017022,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"7601 EAST IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.927200398000025, -118.15750585999996)"
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,6268511011,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1011 BALDWIN PARK BLVD
BALDWIN PARK, CA 91706
(34.06338115600005, -117.98588130499996)"
050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,6613166000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,183,$24663.00,22469,27132,,07/01/2010,06/30/2013,"3001 SILLECT AVENUE
BAKERSFIELD, CA 93308
(35.38601848400003, -119.04003609199998)"
050726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,2095722700,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1421 OAKDALE ROAD
MODESTO, CA 95355
(37.66472043700003, -120.95761380199997)"
050727,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,LOS ANGELES,5624940600,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,44,$22099.00,19029,25399,,07/01/2010,06/30/2013,"1720 TERMINO AVENUE
LONG BEACH, CA 90804
(33.78886038500008, -118.14588600599996)"
050732,FRESNO HEART AND SURGICAL HOSPITAL,15 EAST AUDUBON DRIVE,FRESNO,CA,93720,FRESNO,5594338000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,28,$21955.00,18742,25706,,07/01/2010,06/30/2013,"15 EAST AUDUBON DRIVE
FRESNO, CA 93720
(36.86091933600005, -119.78885538799994)"
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,5629453561,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,80,$25395.00,22383,28793,,07/01/2010,06/30/2013,"9080 COLIMA RD
WHITTIER, CA 90605
(33.95062346700007, -118.00516358899995)"
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,28,$22223.00,19043,26000,,07/01/2010,06/30/2013,"900 S ATLANTIC BLVD
MONTEREY PARK, CA 91754
(34.049987859000055, -118.13857745599995)"
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,113,$23970.00,21394,26833,,07/01/2010,06/30/2013,"525 N GARFIELD AVE
MONTEREY PARK, CA 91754
(34.067632666000065, -118.12292618499998)"
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1701 SANTA ANITA AVE
SOUTH EL MONTE, CA 91733
(34.048023544000046, -118.04247101799996)"
050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,3106734660,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,197,$20321.00,18563,22148,,07/01/2010,06/30/2013,"555 EAST HARDY STREET
INGLEWOOD, CA 90301
(33.949087476000045, -118.34777960699995)"
050740,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,3108238911,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,57,$21614.00,18915,24519,,07/01/2010,06/30/2013,"4650 LINCOLN BLVD
MARINA DEL REY, CA 90291
(33.98165738500006, -118.44010209799995)"
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,72,$23990.00,21141,27352,,07/01/2010,06/30/2013,"5900 WEST OLYMPIC BOULEVARD
LOS ANGELES, CA 90036
(34.05754369700003, -118.36008367299996)"
050744,WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,7145336220,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1025 S ANAHEIM BLVD
ANAHEIM, CA 92805
(33.820059567000044, -117.908790195)"
050745,CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,7146330011,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2601 E CHAPMAN AVE
ORANGE, CA 92869
(33.78784752900003, -117.82585932099994)"
050746,WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,7149533331,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,63,$23828.00,20941,27296,,07/01/2010,06/30/2013,"1001 NORTH TUSTIN AVENUE
SANTA ANA, CA 92705
(33.75367965600003, -117.83418313099997)"
050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,7147545454,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2701 S BRISTOL ST
SANTA ANA, CA 92704
(33.71111938700005, -117.88538619899998)"
050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,2098253700,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1777 WEST YOSEMITE AVE
MANTECA, CA 95337
(37.797358444000054, -121.24613940699999)"
050751,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"6000 SAN VICENTE BLVD
LOS ANGELES, CA 90036
(34.057461286000034, -118.36214968599995)"
050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"570 WILLOW ROAD
MENLO PARK, CA 94025
(37.46208246100008, -122.15946447599998)"
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,183,$21065.00,19333,22962,,07/01/2010,06/30/2013,"4929 VAN NUYS BLVD
SHERMAN OAKS, CA 91403
(34.16019126500004, -118.44873216899998)"
050757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,91,$24804.00,21923,28012,,07/01/2010,06/30/2013,"6655 ALVARADO ROAD
SAN DIEGO, CA 92120
(32.777044027000045, -117.05637474299999)"
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,28,$22517.00,19257,26315,,07/01/2010,06/30/2013,"5000 SAN BERNARDINO ST
MONTCLAIR, CA 91763
(34.077687887000025, -117.69553970399994)"
050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"4501 SAND CREEK ROAD
ANTIOCH, CA 94531
(37.95259448000007, -121.77805632199994)"
050761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,209,$24062.00,21973,26305,,07/01/2010,06/30/2013,"18321 CLARK STREET
TARZANA, CA 91356
(34.16979783900007, -118.53259984899995)"
050763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1711 WEST TEMPLE STREET
LOS ANGELES, CA 90026
(34.06877794800005, -118.26336828799998)"
050764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,238,$22207.00,20357,24072,,07/01/2010,06/30/2013,"1100 BUTTE ST
REDDING, CA 96001
(40.58534347300008, -122.38689955599995)"
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512430811,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"27300 IRIS AVENUE
MORENO VALLEY, CA 92555
(33.89552826400006, -117.18676925799997)"
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"455 PLUMAS BLVD
YUBA CITY, CA 95991
(39.13216054600008, -121.61353639799995)"
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1 QUALITY DRIVE
VACAVILLE, CA 95688
(38.38942619100004, -121.93726421199995)"
050769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"16250 SAND CANYON AVENUE
IRVINE, CA 92618
(33.66200076600006, -117.77337908599998)"
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,44,$24836.00,21586,28622,,07/01/2010,06/30/2013,"28062 BAXTER ROAD
MURRIETA, CA 92563
(33.61349807200003, -117.16895728499998)"
050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"13100 STUDERBAKER ROAD
NORWALK, CA 90650
(33.90621323200003, -118.08194758799999)"
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1600 EUREKA ROAD
ROSEVILLE, CA 95661
(38.746744172000035, -121.24720411499999)"
050773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"13855 E 14TH STREET
SAN LEANDRO, CA 94578
(37.714586584000074, -122.14186682799999)"
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"31700 TEMECULA PKWY
TEMECULA, CA 92592
(33.47956074600006, -117.10482373699995)"
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"2776 PACIFIC AVENUE
LONG BEACH, CA 90806
(33.80730035000005, -118.19363656399997)"
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,8585528585,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"3350 LA JOLLA VILLAGE DRIVE
SAN DIEGO, CA 92161
(32.87182895700005, -117.23135655999994)"
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,9098257084,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"11201 BENTON STREET
LOMA LINDA, CA 92357
(34.05015435000007, -117.25236401799998)"
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,WEST LOS ANGELES,CA,90073,LOS ANGELES,3104783711,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"11301 WILSHIRE BLVD.
WEST LOS ANGELES, CA 90073
(34.052390960000025, -118.45844544199997)"
